Scalar_B,BX_GSE,BY_GSM,BZ_GSM,SW_Temp,SW_Density,SW_Speed,Flow_Pressure,E_Field,Dst,time
14.5,1.7,-10.8,8.6,74176.0,8.6,289.0,1.42,-2.49,5,1724961600
13.0,2.5,-6.8,9.7,107098.0,9.2,294.0,1.72,-2.85,4,1724965200
11.7,3.5,-10.6,2.4,108716.0,7.7,301.0,1.49,-0.72,8,1724968800
12.7,2.7,-10.9,5.3,132667.0,6.5,306.0,1.2,-1.62,10,1724972400
13.1,3.5,-11.9,2.1,141377.0,5.5,295.0,0.93,-0.62,12,1724976000
13.6,5.1,-8.9,8.6,183767.0,5.0,289.0,0.81,-2.49,12,1724979600
15.2,2.6,-10.2,10.1,174894.0,5.7,311.0,1.06,-3.14,17,1724983200
18.0,4.1,-12.1,12.3,169790.0,6.2,333.0,1.3,-4.1,17,1724986800
18.6,4.6,-12.0,12.6,141668.0,4.2,329.0,0.87,-4.15,14,1724990400
20.2,3.2,-10.2,16.9,34374.0,2.1,340.0,0.45,-5.75,11,1724994000
20.0,3.6,-7.0,18.1,66104.0,2.4,360.0,0.57,-6.52,12,1724997600
19.7,6.1,-7.1,17.1,133123.0,2.1,348.0,0.51,-5.95,12,1725001200
18.4,6.7,-4.5,16.4,78450.0,5.9,361.0,1.6,-5.92,15,1725004800
15.3,-5.7,7.7,-7.8,98509.0,18.1,363.0,4.6,2.83,24,1725008400
15.4,-5.6,12.7,-3.1,94282.0,12.8,365.0,3.37,1.13,7,1725012000
14.6,-5.5,10.9,-6.0,76938.0,10.7,371.0,3.01,2.23,-3,1725015600
14.1,-3.9,9.4,-8.6,95924.0,11.6,379.0,3.34,3.26,-14,1725019200
13.6,-4.2,6.9,-10.8,94290.0,11.3,375.0,3.22,4.05,-25,1725022800
13.0,-4.1,8.7,-7.6,107495.0,11.9,373.0,3.48,2.83,-36,1725026400
7.6,-4.4,3.1,-2.1,164418.0,15.8,371.0,4.5,0.78,-30,1725030000
11.4,-2.1,7.0,-7.1,126725.0,11.7,371.0,3.32,2.63,-27,1725033600
11.0,-5.1,1.6,-9.3,121139.0,11.5,358.0,2.98,3.33,-27,1725037200
10.6,-6.0,0.2,-8.6,101083.0,11.8,351.0,2.9,3.02,-39,1725040800
10.9,-4.8,2.3,-9.2,103397.0,10.0,352.0,2.39,3.24,-51,1725044400
10.6,-3.8,4.3,-8.6,101042.0,9.6,352.0,2.24,3.03,-55,1725048000
10.3,-0.4,8.1,-5.6,69299.0,9.7,360.0,2.56,2.02,-49,1725051600
10.3,-1.5,7.8,-6.4,56155.0,9.5,355.0,2.48,2.27,-46,1725055200
9.3,-1.4,4.6,-7.6,58653.0,8.9,360.0,2.39,2.74,-42,1725058800
9.2,-2.1,3.3,-7.8,62504.0,9.6,364.0,2.6,2.84,-48,1725062400
9.3,-2.1,2.4,-8.3,61005.0,8.9,367.0,2.43,3.05,-58,1725066000
8.5,-2.7,1.6,-7.2,50738.0,9.4,371.0,2.53,2.67,-66,1725069600
8.5,-1.9,1.5,-8.0,40962.0,8.9,374.0,2.41,2.99,-69,1725073200
8.3,-2.2,-0.7,-7.9,34100.0,8.0,370.0,2.11,2.92,-68,1725076800
8.1,-2.0,0.3,-7.6,34733.0,8.1,373.0,2.18,2.83,-71,1725080400
7.1,-2.0,-0.4,-4.4,30529.0,9.7,370.0,2.47,1.63,-73,1725084000
6.8,2.6,3.1,2.6,30941.0,13.5,358.0,3.25,-0.93,-50,1725087600
6.7,0.8,6.0,2.7,45307.0,8.5,346.0,1.88,-0.93,-45,1725091200
8.4,1.6,7.0,3.9,39087.0,6.0,352.0,1.39,-1.37,-36,1725094800
9.1,1.3,8.3,3.3,8856.0,3.9,358.0,0.89,-1.18,-32,1725098400
8.5,1.0,8.2,2.1,32333.0,5.4,363.0,1.25,-0.76,-32,1725102000
8.4,-0.4,8.3,0.1,18892.0,7.0,374.0,1.73,-0.04,-31,1725105600
11.4,0.3,11.2,-1.3,32632.0,11.7,405.0,3.51,0.53,-24,1725109200
10.1,-1.7,2.5,-6.6,51802.0,21.8,402.0,6.38,2.65,-16,1725112800
11.5,1.3,-10.8,-0.7,38342.0,26.1,393.0,7.14,0.28,-21,1725116400
8.0,1.5,-2.6,5.1,42851.0,32.3,387.0,8.79,-1.97,-18,1725120000
11.4,2.6,9.8,4.7,46470.0,15.5,392.0,4.42,-1.84,-14,1725123600
11.0,-1.8,8.0,-1.8,40399.0,14.7,398.0,4.39,0.72,-9,1725127200
12.3,-4.9,8.4,-6.7,18351.0,10.4,390.0,3.18,2.61,-20,1725130800
12.8,-5.4,6.9,-9.1,41048.0,4.0,378.0,1.37,3.44,-32,1725134400
12.6,-5.2,7.8,-8.5,36554.0,4.2,376.0,1.39,3.2,-39,1725138000
12.3,-5.2,7.7,-7.6,38496.0,4.3,377.0,1.42,2.87,-43,1725141600
12.0,-5.0,6.8,-8.3,78737.0,4.3,381.0,1.43,3.16,-42,1725145200
11.4,-6.7,7.3,-5.2,82095.0,4.5,377.0,1.54,1.96,-51,1725148800
11.0,-6.7,7.1,-4.8,51578.0,4.6,370.0,1.51,1.78,-43,1725152400
10.8,-7.3,6.3,-4.7,50089.0,4.6,361.0,1.4,1.7,-38,1725156000
10.8,-7.5,6.1,-4.6,112001.0,4.2,361.0,1.35,1.66,-41,1725159600
10.4,-8.2,3.8,-4.5,322610.0,3.7,387.0,1.07,1.74,-42,1725163200
9.4,-8.0,3.1,3.1,139789.0,5.2,389.0,1.56,-1.21,-43,1725166800
9.7,-7.9,3.5,3.7,110734.0,5.1,394.0,1.54,-1.46,-34,1725170400
9.4,-8.5,1.9,3.2,107708.0,5.3,391.0,1.58,-1.25,-26,1725174000
9.1,-8.8,0.8,1.9,80961.0,5.3,375.0,1.49,-0.71,-27,1725177600
8.3,-7.3,2.7,0.4,80356.0,6.8,381.0,2.09,-0.15,-28,1725181200
7.0,-2.7,-3.9,3.9,90091.0,9.6,402.0,3.12,-1.57,-19,1725184800
6.6,-2.3,-1.2,-0.5,70961.0,7.6,393.0,2.46,0.2,-17,1725188400
4.6,-0.7,1.2,-1.5,85876.0,9.9,403.0,3.18,0.6,-16,1725192000
6.0,0.2,0.1,-4.0,92570.0,9.5,408.0,3.17,1.63,-14,1725195600
6.3,-1.0,0.7,-3.8,82949.0,11.1,414.0,3.7,1.57,-19,1725199200
4.5,-1.6,-2.4,-2.0,65363.0,14.8,410.0,4.67,0.82,-23,1725202800
4.5,2.2,-2.5,-1.0,78680.0,11.6,405.0,3.65,0.41,-29,1725206400
7.2,4.3,-4.7,-1.8,99570.0,6.7,393.0,2.12,0.71,-31,1725210000
6.5,3.3,-3.6,-2.5,132222.0,7.0,403.0,2.32,1.01,-34,1725213600
6.3,2.7,-4.2,-1.6,139429.0,6.8,408.0,2.28,0.65,-34,1725217200
4.8,2.2,-1.4,1.0,154133.0,7.2,412.0,2.47,-0.41,-29,1725220800
4.8,2.5,-1.6,0.9,156093.0,6.9,405.0,2.28,-0.36,-25,1725224400
5.1,2.0,-3.2,-1.3,150220.0,6.8,406.0,2.21,0.53,-23,1725228000
5.3,2.1,-1.1,2.7,134273.0,6.8,409.0,2.22,-1.1,-22,1725231600
5.3,2.3,-2.7,2.1,124177.0,6.3,403.0,2.0,-0.85,-18,1725235200
5.4,3.3,-3.3,0.1,127597.0,6.0,397.0,1.84,-0.04,-17,1725238800
5.7,1.6,-3.9,0.9,116475.0,6.0,412.0,1.94,-0.37,-14,1725242400
5.6,1.4,-3.9,0.4,112989.0,6.1,413.0,1.96,-0.17,-13,1725246000
5.6,4.1,-3.1,0.0,105752.0,5.4,395.0,1.59,-0.0,-16,1725249600
5.8,0.6,-3.8,2.9,109800.0,5.3,415.0,1.76,-1.2,-14,1725253200
6.1,2.8,-5.1,-0.3,92926.0,5.2,400.0,1.59,0.12,-11,1725256800
5.6,2.9,-4.1,0.2,100193.0,5.3,401.0,1.62,-0.08,-10,1725260400
5.6,2.0,-3.8,1.8,104864.0,5.1,405.0,1.63,-0.73,-11,1725264000
5.7,3.8,-2.9,0.9,93134.0,4.5,395.0,1.39,-0.36,-8,1725267600
5.9,4.6,-1.3,-1.4,102652.0,4.4,391.0,1.33,0.55,-4,1725271200
5.9,4.3,2.1,-1.6,109482.0,4.8,395.0,1.48,0.63,-10,1725274800
5.7,4.2,2.2,-0.2,120822.0,4.5,397.0,1.43,0.08,-11,1725278400
6.1,4.3,0.9,-3.9,104016.0,4.6,395.0,1.39,1.54,-6,1725282000
6.1,4.4,0.4,-3.3,102800.0,4.6,396.0,1.4,1.31,-7,1725285600
6.1,2.1,-2.9,-4.2,115714.0,5.1,412.0,1.69,1.73,-14,1725289200
6.2,3.2,-3.7,1.1,116693.0,4.8,402.0,1.52,-0.44,-21,1725292800
6.0,4.6,-1.7,2.7,113809.0,4.3,386.0,1.33,-1.04,-21,1725296400
7.7,4.9,-5.2,-0.5,113232.0,5.5,403.0,1.77,0.2,-17,1725300000
8.7,5.1,-5.8,-1.6,112039.0,5.6,413.0,1.82,0.66,-17,1725303600
8.3,4.4,-1.8,5.3,120541.0,6.0,406.0,1.88,-2.15,-15,1725307200
8.3,0.1,3.9,6.8,96613.0,6.0,436.0,2.2,-2.96,-11,1725310800
8.1,-2.2,5.5,4.3,114759.0,6.3,447.0,2.44,-1.92,-8,1725314400
8.2,-5.0,1.6,5.6,105590.0,6.4,456.0,2.54,-2.55,-5,1725318000
8.5,-1.7,2.1,5.8,104069.0,6.8,447.0,2.6,-2.59,2,1725321600
10.2,-6.7,-0.9,7.4,66104.0,5.8,469.0,2.54,-3.47,6,1725325200
11.0,-5.1,-5.5,7.4,55177.0,6.3,452.0,2.47,-3.34,9,1725328800
11.8,-5.1,-9.7,3.8,53923.0,6.4,448.0,2.39,-1.7,10,1725332400
11.1,-4.0,-10.0,-1.4,45044.0,7.3,438.0,2.82,0.61,8,1725336000
10.9,-2.6,-10.4,-1.4,43123.0,6.4,432.0,2.33,0.6,3,1725339600
10.9,-3.9,-10.0,-1.1,40241.0,5.5,434.0,1.93,0.48,-3,1725343200
10.5,-2.9,-9.5,1.8,34175.0,6.0,422.0,2.12,-0.76,-5,1725346800
10.2,-1.6,-10.0,-0.3,36329.0,5.9,408.0,1.95,0.12,-7,1725350400
9.7,-3.1,-9.0,-1.0,32873.0,5.9,411.0,1.96,0.41,-6,1725354000
9.2,-1.3,-7.8,1.4,35945.0,6.6,396.0,2.05,-0.55,-6,1725357600
8.9,-0.5,-8.1,2.8,32802.0,6.3,385.0,1.88,-1.08,-7,1725361200
9.0,-4.4,-7.5,1.6,22218.0,6.2,402.0,1.94,-0.64,-7,1725364800
8.2,-1.5,-5.5,5.1,27435.0,7.3,386.0,2.14,-1.97,-6,1725368400
7.9,-0.4,-4.3,6.5,29533.0,8.4,380.0,2.39,-2.47,-2,1725372000
7.8,-0.7,-5.5,5.2,38898.0,8.5,376.0,2.31,-1.96,2,1725375600
7.8,2.0,-2.5,6.7,39579.0,8.9,373.0,2.36,-2.5,9,1725379200
7.4,0.8,-2.8,6.6,37362.0,10.7,374.0,2.82,-2.47,11,1725382800
7.8,1.7,0.5,7.5,22914.0,11.2,373.0,2.97,-2.8,10,1725386400
7.9,2.5,1.3,7.3,26016.0,10.1,368.0,2.62,-2.69,7,1725390000
8.3,1.3,-3.0,7.3,24574.0,11.1,373.0,2.94,-2.72,8,1725393600
8.4,0.7,-2.8,6.8,34077.0,11.8,383.0,3.21,-2.6,7,1725397200
8.6,-2.1,-0.3,7.3,32057.0,11.4,389.0,3.24,-2.84,9,1725400800
8.5,1.2,0.6,8.0,33194.0,11.7,369.0,3.0,-2.95,14,1725404400
8.8,2.8,-1.2,7.4,29839.0,10.8,365.0,2.71,-2.7,15,1725408000
9.0,4.4,0.5,7.8,26091.0,9.8,348.0,2.24,-2.71,17,1725411600
8.9,4.7,0.7,7.4,26623.0,9.8,345.0,2.21,-2.55,16,1725415200
8.9,5.1,0.4,6.2,26246.0,12.0,341.0,2.67,-2.11,16,1725418800
8.4,2.5,3.9,6.8,25147.0,13.4,336.0,3.04,-2.28,15,1725422400
9.2,2.9,5.3,6.8,21112.0,13.7,327.0,2.93,-2.22,16,1725426000
9.5,1.9,7.4,5.4,20765.0,12.4,335.0,2.77,-1.81,18,1725429600
8.8,0.4,4.8,7.1,29676.0,17.3,339.0,4.13,-2.41,22,1725433200
8.6,1.6,5.1,6.6,25162.0,19.8,337.0,4.67,-2.22,26,1725436800
9.8,2.3,7.0,6.0,23810.0,18.0,334.0,4.2,-2.0,25,1725440400
14.2,-0.5,13.9,2.0,46727.0,24.0,363.0,6.63,-0.73,35,1725444000
24.4,8.8,-3.4,14.4,91028.0,22.9,410.0,9.36,-5.9,31,1725447600
23.2,10.7,-12.5,14.4,95946.0,17.4,401.0,6.49,-5.77,30,1725451200
20.5,3.4,-16.5,4.5,117525.0,22.5,425.0,7.57,-1.91,37,1725454800
17.3,6.2,-13.6,7.5,146815.0,19.2,416.0,6.53,-3.12,24,1725458400
15.9,7.0,-9.0,9.2,137786.0,13.7,415.0,4.71,-3.82,17,1725462000
15.4,2.1,2.3,13.0,178748.0,14.7,433.0,5.41,-5.63,24,1725465600
11.4,2.4,-2.5,10.4,184754.0,17.7,432.0,6.44,-4.49,23,1725469200
7.7,2.7,0.3,6.6,122226.0,23.3,435.0,8.72,-2.87,28,1725472800
8.5,3.8,4.8,5.5,163777.0,21.8,424.0,7.3,-2.33,22,1725476400
9.3,2.3,2.2,7.0,168994.0,18.4,418.0,6.03,-2.93,16,1725480000
10.2,1.1,-4.4,4.9,208281.0,12.7,416.0,4.42,-2.04,13,1725483600
10.7,4.0,-8.9,3.6,186973.0,9.7,396.0,3.19,-1.43,10,1725487200
11.2,3.5,-6.7,7.0,105380.0,8.1,394.0,2.8,-2.76,11,1725490800
10.3,2.9,-6.0,7.3,107693.0,8.8,393.0,2.99,-2.87,14,1725494400
10.0,2.2,-6.3,7.1,118709.0,9.7,391.0,3.11,-2.78,15,1725498000
9.3,3.4,-8.1,-1.0,137744.0,10.0,383.0,3.0,0.38,17,1725501600
8.9,4.6,-6.6,2.4,128706.0,9.3,378.0,2.72,-0.91,14,1725505200
9.1,5.7,-5.0,4.4,112312.0,8.4,374.0,2.36,-1.65,12,1725508800
10.0,2.6,-8.8,1.6,102653.0,8.2,390.0,2.45,-0.62,15,1725512400
9.9,4.0,-7.2,4.4,96184.0,7.7,385.0,2.26,-1.69,14,1725516000
9.1,4.3,-3.5,7.0,100544.0,7.5,379.0,2.22,-2.65,17,1725519600
8.4,3.9,-6.0,2.8,98815.0,8.6,371.0,2.36,-1.04,18,1725523200
8.2,4.2,-6.0,0.9,92876.0,8.8,369.0,2.42,-0.33,16,1725526800
8.3,4.2,-5.2,4.7,90065.0,7.9,372.0,2.15,-1.75,12,1725530400
8.2,1.8,-7.3,2.5,93171.0,8.0,385.0,2.32,-0.96,11,1725534000
7.7,1.6,-6.9,1.7,89299.0,8.7,381.0,2.5,-0.65,10,1725537600
7.3,1.4,-6.4,2.8,91619.0,8.3,384.0,2.4,-1.08,11,1725541200
7.2,2.5,-5.2,3.2,85051.0,7.5,380.0,2.13,-1.22,14,1725544800
7.0,2.2,-5.9,1.2,81008.0,7.2,381.0,2.05,-0.46,17,1725548400
7.1,3.2,-5.8,1.6,72517.0,6.9,376.0,1.89,-0.6,18,1725552000
6.8,3.0,-5.4,0.9,76978.0,7.2,378.0,2.0,-0.34,20,1725555600
6.7,2.3,-6.0,1.3,75160.0,6.8,381.0,1.91,-0.5,18,1725559200
6.6,4.1,-4.8,1.3,71073.0,6.6,372.0,1.78,-0.48,14,1725562800
6.4,4.9,-3.7,0.9,72269.0,6.8,369.0,1.84,-0.33,16,1725566400
6.5,5.5,-2.9,1.2,74001.0,5.9,369.0,1.64,-0.44,16,1725570000
6.8,6.5,-1.4,0.5,70562.0,5.4,362.0,1.48,-0.18,21,1725573600
6.6,5.9,-2.2,1.2,67679.0,5.6,362.0,1.54,-0.43,22,1725577200
6.5,5.0,-1.9,1.3,89008.0,6.1,365.0,1.68,-0.47,20,1725580800
6.8,5.3,-1.5,3.7,61605.0,6.1,366.0,1.66,-1.35,17,1725584400
7.1,5.5,-2.0,3.5,54552.0,6.0,365.0,1.61,-1.28,16,1725588000
7.1,6.0,-0.0,3.2,54273.0,6.1,359.0,1.58,-1.15,15,1725591600
7.1,5.3,-0.5,4.6,54133.0,6.2,361.0,1.6,-1.66,13,1725595200
7.2,5.8,0.3,3.9,50593.0,6.0,355.0,1.51,-1.38,14,1725598800
7.2,6.1,-1.6,2.8,50174.0,5.8,353.0,1.48,-0.99,18,1725602400
7.0,4.3,-5.3,-0.4,62656.0,6.6,351.0,1.69,0.14,19,1725606000
7.4,4.4,-4.4,-1.6,64273.0,6.6,356.0,1.75,0.57,17,1725609600
7.3,4.9,-2.4,3.6,55693.0,6.7,352.0,1.72,-1.27,11,1725613200
7.3,2.8,-4.6,3.0,53525.0,7.1,367.0,1.9,-1.1,16,1725616800
6.8,-1.2,-2.3,-3.7,76398.0,8.2,389.0,2.61,1.44,16,1725620400
8.3,2.0,-6.4,-2.9,81756.0,9.0,376.0,2.69,1.09,10,1725624000
7.1,2.5,-5.7,1.9,87556.0,8.5,373.0,2.52,-0.71,7,1725627600
6.9,4.4,-3.3,1.9,72853.0,7.7,365.0,2.25,-0.69,8,1725631200
7.4,5.3,-2.9,3.4,69904.0,7.8,362.0,2.18,-1.23,12,1725634800
7.7,5.1,-1.7,5.0,62212.0,7.5,363.0,2.03,-1.81,16,1725638400
7.9,4.5,-2.7,5.4,56609.0,6.8,364.0,1.81,-1.97,17,1725642000
7.6,4.6,-3.9,2.8,56903.0,6.8,362.0,1.8,-1.01,13,1725645600
7.6,3.0,-6.5,1.0,73973.0,6.6,369.0,1.81,-0.37,6,1725649200
7.5,3.0,-5.9,0.3,68189.0,6.5,370.0,1.78,-0.11,3,1725652800
7.1,3.5,-4.2,0.1,72861.0,6.5,368.0,1.79,-0.04,1,1725656400
6.8,3.7,-3.9,0.9,78317.0,6.0,367.0,1.7,-0.33,6,1725660000
7.4,5.9,-2.4,0.2,59934.0,5.9,353.0,1.51,-0.07,9,1725663600
7.4,3.4,-3.8,-0.3,55979.0,6.2,373.0,1.68,0.11,10,1725667200
7.3,4.4,-4.5,1.0,55501.0,6.2,370.0,1.66,-0.37,6,1725670800
7.5,4.7,-4.4,1.1,49339.0,6.1,366.0,1.59,-0.4,8,1725674400
7.8,4.0,-3.3,1.3,54299.0,6.0,375.0,1.66,-0.49,10,1725678000
8.0,4.6,1.2,0.7,58857.0,6.2,383.0,1.77,-0.27,8,1725681600
8.1,5.6,4.1,0.5,55926.0,6.0,374.0,1.66,-0.19,9,1725685200
8.2,6.1,-0.1,3.1,40510.0,4.8,349.0,1.14,-1.08,11,1725688800
8.2,4.6,-2.8,5.0,59013.0,6.1,379.0,1.71,-1.9,15,1725692400
9.7,4.1,-5.7,4.5,66651.0,7.3,387.0,2.14,-1.74,18,1725696000
9.7,4.4,-4.9,1.1,69237.0,7.3,394.0,2.23,-0.43,19,1725699600
9.5,7.1,-4.2,-2.0,71335.0,7.3,379.0,2.06,0.76,18,1725703200
9.3,8.4,-1.4,0.9,51613.0,6.0,354.0,1.48,-0.32,14,1725706800
9.2,5.1,-6.1,-0.5,53653.0,6.7,372.0,1.81,0.19,15,1725710400
9.2,5.8,-5.3,3.6,44241.0,7.1,370.0,1.9,-1.33,13,1725714000
9.1,2.9,-5.5,5.0,56551.0,7.4,385.0,2.13,-1.93,10,1725717600
8.7,3.2,-5.6,5.4,55483.0,7.2,381.0,2.04,-2.06,15,1725721200
8.6,3.3,-4.4,4.8,44354.0,6.9,375.0,1.89,-1.8,15,1725724800
8.5,4.6,-5.7,0.8,40472.0,6.7,362.0,1.68,-0.29,14,1725728400
8.2,4.5,-5.3,-0.9,41717.0,6.8,360.0,1.71,0.32,11,1725732000
8.1,5.8,-2.0,4.7,34356.0,6.1,346.0,1.43,-1.63,15,1725735600
8.2,5.6,-5.7,-1.0,28048.0,5.9,342.0,1.34,0.34,18,1725739200
8.3,6.4,-3.1,3.1,41576.0,5.7,340.0,1.29,-1.05,17,1725742800
8.3,6.1,-2.8,3.5,43739.0,5.8,343.0,1.34,-1.2,18,1725746400
8.3,7.2,-3.3,-0.2,39237.0,5.7,332.0,1.27,0.07,19,1725750000
8.1,5.5,-4.8,-2.2,44006.0,6.1,343.0,1.42,0.75,22,1725753600
8.1,5.4,-4.7,1.4,44862.0,6.0,344.0,1.37,-0.48,17,1725757200
8.1,6.6,1.5,-1.1,50908.0,6.3,340.0,1.47,0.37,14,1725760800
8.0,4.8,-5.9,0.3,49960.0,6.4,348.0,1.5,-0.1,10,1725764400
7.9,5.4,-4.5,-2.5,49237.0,6.3,347.0,1.49,0.87,7,1725768000
7.9,4.8,-5.0,2.2,51347.0,6.4,346.0,1.49,-0.76,4,1725771600
7.7,6.1,-3.0,2.5,52229.0,6.1,337.0,1.37,-0.84,12,1725775200
7.6,5.5,-4.2,-0.4,64106.0,6.7,348.0,1.64,0.14,16,1725778800
7.7,6.5,-2.6,2.1,60746.0,5.9,332.0,1.33,-0.7,11,1725782400
7.6,3.3,-5.5,1.9,66517.0,7.1,357.0,1.81,-0.68,12,1725786000
7.2,4.2,-3.7,2.0,68216.0,6.9,349.0,1.72,-0.7,13,1725789600
7.4,4.0,-3.5,3.0,66256.0,6.3,346.0,1.54,-1.04,14,1725793200
7.6,5.1,-3.2,1.8,70644.0,7.2,344.0,1.74,-0.62,15,1725796800
7.6,4.0,-4.0,0.3,57443.0,7.1,350.0,1.77,-0.1,10,1725800400
7.7,3.1,-1.9,5.9,61727.0,7.3,354.0,1.84,-2.09,7,1725804000
7.9,5.1,-3.4,1.6,57332.0,7.3,342.0,1.73,-0.55,11,1725807600
7.9,6.3,-1.1,-3.7,52488.0,6.9,334.0,1.58,1.24,13,1725811200
7.8,5.8,-3.5,1.9,50389.0,6.4,330.0,1.44,-0.63,12,1725814800
8.3,2.8,-6.3,2.2,52491.0,8.1,353.0,1.94,-0.78,14,1725818400
8.9,5.2,-5.3,1.8,45970.0,7.8,347.0,1.81,-0.62,12,1725822000
9.3,5.7,-6.4,1.8,44084.0,7.6,343.0,1.74,-0.62,19,1725825600
9.5,5.7,-5.2,-1.6,47057.0,7.4,342.0,1.72,0.55,21,1725829200
9.9,6.9,-6.4,-1.6,40350.0,7.3,338.0,1.66,0.54,19,1725832800
10.2,6.6,-6.3,-2.8,34888.0,7.1,340.0,1.61,0.95,13,1725836400
10.2,7.9,-4.6,-3.9,32231.0,6.1,334.0,1.35,1.3,10,1725840000
10.3,8.5,-0.4,-5.2,35483.0,4.6,337.0,1.04,1.75,2,1725843600
10.3,9.6,-1.3,-3.3,46019.0,4.4,337.0,0.95,1.11,-2,1725847200
9.5,8.5,2.1,-2.6,46438.0,3.9,352.0,0.98,0.92,-3,1725850800
9.5,7.0,4.3,2.8,53112.0,5.6,360.0,1.39,-1.01,-8,1725854400
10.7,4.5,4.7,4.5,70708.0,6.3,373.0,1.66,-1.68,-4,1725858000
10.8,7.5,2.9,6.1,74345.0,6.2,359.0,1.57,-2.19,2,1725861600
11.4,7.9,3.9,0.3,94076.0,6.4,360.0,1.58,-0.11,6,1725865200
9.7,3.0,-8.4,-1.3,152350.0,9.1,398.0,2.71,0.52,8,1725868800
10.8,7.2,-1.3,7.1,104650.0,6.9,367.0,1.78,-2.61,2,1725872400
11.9,7.3,-2.8,8.5,88037.0,4.8,373.0,1.27,-3.17,5,1725876000
12.0,8.1,-2.7,7.9,88784.0,4.2,362.0,1.06,-2.86,2,1725879600
11.8,3.6,5.7,9.1,77868.0,5.3,365.0,1.32,-3.32,0,1725883200
12.3,4.3,4.8,10.4,68149.0,5.3,361.0,1.24,-3.75,-3,1725886800
12.9,5.4,3.2,10.9,84125.0,4.1,396.0,1.15,-4.32,-2,1725890400
11.3,6.6,-1.9,8.0,147915.0,4.3,409.0,1.34,-3.27,4,1725894000
10.2,5.3,-5.5,2.0,299406.0,3.9,424.0,1.58,-0.85,11,1725897600
10.1,4.8,-7.9,-1.8,292844.0,4.0,427.0,1.35,0.77,8,1725901200
9.7,5.1,-7.6,-1.0,262576.0,4.2,419.0,1.43,0.42,6,1725904800
9.3,3.7,-7.7,-0.7,287155.0,4.4,436.0,1.57,0.31,6,1725908400
9.0,5.1,-5.8,1.7,271647.0,4.7,424.0,1.55,-0.72,6,1725912000
8.6,5.3,-4.7,3.1,269399.0,4.6,425.0,1.55,-1.32,7,1725915600
8.9,4.6,-6.5,-1.9,236340.0,4.9,425.0,1.64,0.81,8,1725919200
8.7,3.8,-6.5,-2.3,218723.0,4.9,429.0,1.67,0.99,5,1725922800
8.6,6.2,-4.9,-0.8,178204.0,4.1,408.0,1.25,0.33,1,1725926400
8.7,5.9,-5.0,2.4,173622.0,4.1,411.0,1.28,-0.99,0,1725930000
8.3,5.4,-5.5,-0.2,174829.0,4.0,415.0,1.27,0.08,1,1725933600
8.4,4.2,-5.0,4.3,177390.0,3.7,424.0,1.29,-1.82,1,1725937200
8.4,3.4,-0.3,7.0,195330.0,4.2,434.0,1.5,-3.04,1,1725940800
8.2,5.8,-4.3,2.4,149727.0,3.2,399.0,1.01,-0.96,4,1725944400
7.9,5.2,-2.5,2.1,153121.0,3.4,409.0,1.11,-0.86,6,1725948000
7.5,5.6,-3.8,0.0,152366.0,3.0,395.0,0.88,-0.0,9,1725951600
7.3,4.9,-0.4,4.8,138642.0,3.2,406.0,1.01,-1.95,9,1725955200
7.1,3.3,-2.8,3.6,140983.0,3.4,413.0,1.11,-1.49,10,1725958800
7.2,2.6,-5.8,0.4,140991.0,3.7,418.0,1.24,-0.17,12,1725962400
6.8,3.8,-3.4,0.7,107786.0,3.1,396.0,0.92,-0.28,5,1725966000
6.9,5.7,-1.1,3.2,105643.0,2.8,381.0,0.78,-1.22,4,1725969600
6.8,5.0,-0.6,4.3,106693.0,3.1,387.0,0.88,-1.66,4,1725973200
6.8,5.4,-2.7,2.1,100119.0,3.0,381.0,0.81,-0.8,0,1725976800
6.6,4.9,-2.5,3.2,94261.0,3.1,381.0,0.85,-1.22,2,1725980400
6.6,5.9,-1.9,1.7,93549.0,3.0,368.0,0.76,-0.63,5,1725984000
6.3,5.4,-2.9,1.4,85266.0,3.0,369.0,0.76,-0.52,8,1725987600
6.4,5.0,-2.3,2.7,76109.0,3.1,376.0,0.82,-1.02,10,1725991200
6.3,2.8,-4.7,1.0,75259.0,3.2,397.0,0.94,-0.4,14,1725994800
4.9,0.8,-3.9,-0.8,61499.0,8.5,413.0,2.83,0.33,20,1725998400
2.1,0.3,-1.0,1.0,40550.0,12.5,403.0,3.99,-0.4,19,1726002000
2.2,1.0,-1.7,0.6,58045.0,8.7,403.0,2.66,-0.24,17,1726005600
4.6,1.9,-3.9,0.5,89186.0,3.9,386.0,1.11,-0.19,11,1726009200
4.9,3.0,-3.6,0.9,73960.0,2.9,374.0,0.77,-0.34,10,1726012800
5.0,2.8,-3.9,1.3,75991.0,3.0,374.0,0.8,-0.49,8,1726016400
4.4,2.1,-3.5,1.0,75327.0,4.0,374.0,1.07,-0.37,8,1726020000
4.1,-0.1,-3.6,0.5,70896.0,4.9,385.0,1.38,-0.19,11,1726023600
4.7,2.5,-1.6,-2.3,38262.0,5.7,363.0,1.38,0.83,11,1726027200
4.8,4.1,-1.9,-1.0,42156.0,4.5,347.0,1.02,0.35,9,1726030800
4.8,3.4,-2.8,0.7,51352.0,4.9,350.0,1.13,-0.24,10,1726034400
4.5,2.0,-3.2,0.1,56699.0,6.4,359.0,1.51,-0.04,12,1726038000
3.4,2.1,-1.9,-0.2,44098.0,10.0,362.0,2.39,0.07,15,1726041600
